InteractorA	InteractorB
Q9FL19	Q03509
P93050	P30187
Q9LDI3	Q7FRS8
Q39254	P59220
Q84WC8	P59220
Q9SKN2	Q03509
Q70E96	P59220
Q93ZF6	Q9SVD7
Q9SZJ6	P30187
Q93Z30	P59220
Q9LT47	P93831
Q9FIW6	P25854
F4IFC5	P82805
Q9MAA7	Q9SLH3
Q8LPR4	P30187
Q9M8T0	P30187
O64817	O23320
Q2V359	Q9S744
Q9SYX2	O50055
Q9M8T0	P59220
O80673	P41151
A9LNK9	O82312
Q9LPK5	P25071
Q94AG2	Q94AG2
Q9SEU8	Q9SMX3
Q08467	O81275
Q39238	Q8LJT8
O49840	P25854
Q9FQ08	Q84LH3
Q9LXG5	Q9C8Z9
Q5XXJ3	P59220
Q9XIR8	Q7Y1C5
P43254	Q94BM7
Q9C960	O23320
Q7DMA9	Q94F58
P14713	P14713
Q8GYA4	P46014
Q08467	P40228
Q8H1E4	O22286
Q9ZVM9	P25854
Q9C5U2	P15459
Q9M8W6	Q9S744
Q9SL70	Q03509
Q84MB2	Q84VX3
Q9LX56	P59220
Q8RWQ8	O23320
Q9SJX8	O23320
Q93XM6	P59220
Q940H6	Q2MHE4
Q9FFN7	P25854
O65469	O23320
P93025	P93025
Q94F58	Q7DMA9
Q9LZP8	P25854
Q9FHW7	Q9LEX0
EBI-1993240	Q9LZV6
Q4PSE3	Q9S744
Q8GWF1	O22446
O65154	O65155
Q9SUP6	P30187
Q84WW1	P25854
Q9SEI0	EBI-1545607
O80366	Q67XQ1
Q8GWV6	Q03509
Q9M0V3-1	O22467
B9DG86	F4K210
P59220	Q9LD45
Q9FJK3	P59220
Q9C5U2	Q67XQ1
Q9LSI9	O23320
Q9FL03	P59220
Q9SZ15	Q9ZNT0
Q8VZS8	Q8VZS8
Q6R0H1	O81275
Q9SLP1	P30187
EBI-1793589	Q84LG2
Q9ZVM9	Q9S744
Q9M8W6	P59220
Q9SUP6	Q03509
Q9ZPE4	P59220
Q8RY59	O82132
Q9S744	P43294
Q8LAZ7	Q1EC57
Q8H1D6	Q9S744
Q9SUP6	P25854
Q9C960	P25071
Q9LVM5	O22476
P93050	Q03509
O49839	P59220
Q94F62	Q9ZWC8
Q9XEE2	Q8RWH3
Q710E8	B7U179
Q94JU3	Q9C5Z3
Q9S752	O81775
P42752	Q9SGE2
Q93Z27	P59220
Q03509	Q9FHN8
Q9SCY5	Q944A6
Q9LEX0	Q39255
F4IEM5	P18064
Q9ZWC8	Q9ZWC8
Q9LUI6	Q03509
EBI-2113579	Q9C5T4
Q9LDI3	P25854
P18064	O04714
Q9LW66	Q03509
Q93XM6	P25071
Q8GY11	P25071
Q9LZP8	Q03509
P55737	O23320
Q96524	Q96524
P43273	P93002
Q4PSU4	Q03509
Q8L8Z1	Q9C5U0
Q93Z30	O23320
Q8GYQ5	Q9FX43
Q8H1D6	P25854
Q8H1D6	P30187
Q8L8A5	O81001
P23321	Q9LHA8
Q9S7H5	P25071
Q38997	Q5HZ38
Q9SKN2	Q9S744
Q9M8T0	P25854
Q9FZK5	Q147J7
Q9LYL6	P59220
Q9FJV0	Q8GYQ5
Q9T074	P30187
Q8RYD9	P59220
Q93Z30	P25071
Q9S7U9	Q39026
P25069	Q9STX0
Q9FGX2	P25854
Q9M1Z5	Q9S7U9
Q9FL03	Q03509
P22953	Q9LYP4
Q9FHQ3	P30187
Q38876	P25071
Q9SYS3	P25071
Q8H1F2	P18064
Q9FL03	P25854
Q8H1E4	A1L4W5
P37107	O22265
Q9S7U9	Q9LMM5
Q9FME9	P25854
Q9LX56	P25854
O04336	P25069
O80651	Q9S744
Q8H1E4	Q9SRV1
O04603	Q67XX3
P27450	P59220
Q7Y1C4	Q9FL96
Q944A6	F4HZY9
D3K0M2	Q03509
Q8RY59	Q96288
O48788	P59220
O22763	EBI-1578952
Q5XPJ9	Q94JY4
Q9FUD3	P30187
EBI-1803902	Q8S307
Q9SEX2	O22725
Q9FNY3	Q9FV71
Q2V359	O23320
Q7X9N2	P59220
Q39008	EBI-1543126
Q67XQ1	Q9C5U1
Q940H6	Q9LD83
Q4PSU4	O23320
Q9FHW7	Q9C9W9
O22179	Q9S744
Q9FGW7	Q9S7W5
Q8VZW1	Q9LPF1
Q9SSF8	Q03509
Q8GY88	O23320
Q9FX43	Q9M1Z5
O49840	Q9S744
Q9LZV7	P30187
Q39255	Q9FE83
O80982	O80982
Q9M2K4	P25071
O22179	P25071
O80536	P14712
Q9C9Q4	P25854
Q9SYS3	P25854
Q38869	Q94II5
Q1EC57	Q8LAZ7
Q9SJF3	Q9C658
O04567	P59220
O65469	Q9S744
Q9LHI7	Q9S744
Q9FNY0	Q9FNY3
EBI-2113583	Q9SAH7
Q9FUY2	Q8W234
Q93ZB7	Q9FMK7
Q9LPZ9	P25069
Q9FKR2	O23320
Q4PSE3	Q03509
Q9SYX1	Q9SYX1
Q9LZV7	P25854
Q8RWH3	Q8RWH3
Q4PSE3	P25854
Q9LN63-1	EBI-1798351
O23552	O23320
Q9LXW7	Q8GY79
Q8GY88	P25854
Q9LDI3	O64903
Q8VYG7	P59220
C0LGH4	O23320
Q9C9Q4	P30187
Q9C5U1	Q9ZNV9
Q9SUQ8	Q9SUQ8
Q9LV04	P25854
Q8H1D6	Q03509
Q9LYL6	O23320
Q8RYD9	Q9S744
Q9FNY2	Q9FV71
Q9CAG5	Q03509
Q9ZVJ6	Q8RWH3
Q8LG64	P25854
Q9FIW6	O23320
Q949U4	Q9S744
Q84LG2	EBI-1793595
Q8W490	P59220
Q9M0V3-1	Q6NQ88
O65554	Q03509
P92958	Q5HZ38
Q9LSF1	Q39026
Q9FHZ1	P59220
Q42384	P92958
O81283	O23680
Q9LUA3	P93002
Q9LHI7	P59220
Q93ZY2	P92978
Q84JC2	Q03509
Q9SZ03	Q9S744
Q7X9H9	P59220
Q9C593	Q38869
Q8VZK4	P25854
Q9FWS9	Q38874
Q38997	Q42384
Q9LJZ2	P25071
Q9SGN7	O23320
Q03509	Q8GYF5
Q9SUP6	P25071
O64817	Q03509
Q940H8	Q67ZB3
D3K0M2	P25854
Q9ZPE4	P25071
Q1ECJ7	Q5XPJ9
O22971	Q8LAS7
Q39010	O23320
Q9SYX1	Q6NKS4
Q9FLV4	P30187
Q9SAZ5	Q9ZWS7
Q9FGZ5	P59220
Q8L831	Q9ZWS7
Q39024	O22921
Q9SZJ6	Q9S744
Q9CAJ0	O49686
Q9FRL5	EBI-1806198
EBI-2933655	O65312
Q39026	Q39026
Q9C5U0	Q67XQ1
